,"New Zealand Emissions Trading System",,,,,,,,,,"European Union Emissions Trading System",,,,,,"Korean Emissions Trading System",,,,,,"United Kingdom Emissions Trading Scheme",,,,,,,,"China National Emissions Trading System",,,,,,"Hubei (Pilot) Emissions Trading System",,,,,
Date,"Primary Market","Primary Stability 1","Primary Stability 2","Primary Stability 3","Secondary Market","Secondary Stability 5","Market Currency","Exchange rate NZD/EUR","Exchange rate NZD/USD",,"Primary Market","Secondary Market","Market Currency","Exchange rate EUR/EUR","Exchange rate EUR/USD",,"Primary Market","Secondary Market","Market Currency","Exchange rate KRW/EUR","Exchange rate KRW/USD",,"Primary Market","Primary Stability 1","Primary Stability 2","Secondary Market","Market Currency","Exchange rate GBP/EUR","Exchange rate GBP/USD",,"Primary Market","Secondary Market","Market Currency","Exchange rate CNY/EUR","Exchange rate CNY/USD",,"Primary Market","Secondary Market","Market Currency","Exchange rate CNY/EUR","Exchange rate CNY/USD",
2010-09-13,,,,,19,25,NZD,0.555717486,0.726156039,,,15.31,EUR,1,1.3067,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-14,,,,,19,25,NZD,0.555717486,0.726156039,,15.04,15.18,EUR,1,1.3067,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-15,,,,,19,25,NZD,0.555717486,0.726156039,,,15.32,EUR,1,1.3067,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-16,,,,,20.5,25,NZD,0.555717486,0.726156039,,,15.17,EUR,1,1.3067,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-17,,,,,20.5,25,NZD,0.555717486,0.726156039,,,15.2,EUR,1,1.3067,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-20,,,,,20.5,25,NZD,0.555717486,0.726156039,,,15,EUR,1,1.3067,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-21,,,,,20.5,25,NZD,0.555717486,0.726156039,,14.77,14.78,EUR,1,1.3067,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-22,,,,,20.5,25,NZD,0.555717486,0.726156039,,,14.93,EUR,1,1.3067,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-23,,,,,20.5,25,NZD,0.555717486,0.726156039,,,14.82,EUR,1,1.3067,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-24,,,,,20.5,25,NZD,0.555717486,0.726156039,,,15.19,EUR,1,1.3067,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-27,,,,,20.5,25,NZD,0.555717486,0.726156039,,,15.27,EUR,1,1.3067,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-28,,,,,20.5,25,NZD,0.555717486,0.726156039,,15.21,15.57,EUR,1,1.3067,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-29,,,,,20.5,25,NZD,0.555717486,0.726156039,,,15.57,EUR,1,1.3067,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-09-30,,,,,19.4,25,NZD,0.555717486,0.726156039,,,15.45,EUR,1,1.3067,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-01,,,,,19.4,25,NZD,0.539449765,0.749717009,,,15.22,EUR,1,1.389780952,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-04,,,,,19.4,25,NZD,0.539449765,0.749717009,,,15.23,EUR,1,1.389780952,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-05,,,,,19.4,25,NZD,0.539449765,0.749717009,,15.27,15.44,EUR,1,1.389780952,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-06,,,,,19.4,25,NZD,0.539449765,0.749717009,,,15.51,EUR,1,1.389780952,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-07,,,,,19.4,25,NZD,0.539449765,0.749717009,,,15.43,EUR,1,1.389780952,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-08,,,,,19.4,25,NZD,0.539449765,0.749717009,,,15.52,EUR,1,1.389780952,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-11,,,,,19.4,25,NZD,0.539449765,0.749717009,,,15.67,EUR,1,1.389780952,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-12,,,,,19.4,25,NZD,0.539449765,0.749717009,,15.61,15.65,EUR,1,1.389780952,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-13,,,,,19.4,25,NZD,0.539449765,0.749717009,,,15.68,EUR,1,1.389780952,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-14,,,,,19.4,25,NZD,0.539449765,0.749717009,,,15.48,EUR,1,1.389780952,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-15,,,,,19.4,25,NZD,0.539449765,0.749717009,,,15.44,EUR,1,1.389780952,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-18,,,,,19.4,25,NZD,0.539449765,0.749717009,,,15.27,EUR,1,1.389780952,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-19,,,,,19.4,25,NZD,0.539449765,0.749717009,,15.24,15.12,EUR,1,1.389780952,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-20,,,,,19.4,25,NZD,0.539449765,0.749717009,,,15.01,EUR,1,1.389780952,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-21,,,,,19.4,25,NZD,0.539449765,0.749717009,,,14.98,EUR,1,1.389780952,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-22,,,,,19.4,25,NZD,0.539449765,0.749717009,,,14.91,EUR,1,1.389780952,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-26,,,,,19.4,25,NZD,0.539449765,0.749717009,,15.01,15.01,EUR,1,1.389780952,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-27,,,,,20.05,25,NZD,0.539449765,0.749717009,,,15,EUR,1,1.389780952,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-28,,,,,20.05,25,NZD,0.539449765,0.749717009,,,14.86,EUR,1,1.389780952,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-29,,,,,20.05,25,NZD,0.539449765,0.749717009,,,14.63,EUR,1,1.389780952,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-01,,,,,20.05,25,NZD,0.565508333,0.772538364,,,14.62,EUR,1,1.366095455,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-02,,,,,20.05,25,NZD,0.565508333,0.772538364,,14.62,14.65,EUR,1,1.366095455,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-03,,,,,20.05,25,NZD,0.565508333,0.772538364,,,14.76,EUR,1,1.366095455,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-04,,,,,20.05,25,NZD,0.565508333,0.772538364,,,14.41,EUR,1,1.366095455,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-05,,,,,20.42,25,NZD,0.565508333,0.772538364,,,14.43,EUR,1,1.366095455,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-08,,,,,20.42,25,NZD,0.565508333,0.772538364,,,14.19,EUR,1,1.366095455,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-09,,,,,21,25,NZD,0.565508333,0.772538364,,14.15,14.26,EUR,1,1.366095455,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-10,,,,,21,25,NZD,0.565508333,0.772538364,,,14.49,EUR,1,1.366095455,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-11,,,,,21,25,NZD,0.565508333,0.772538364,,,14.78,EUR,1,1.366095455,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-12,,,,,21,25,NZD,0.565508333,0.772538364,,,14.91,EUR,1,1.366095455,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-15,,,,,21,25,NZD,0.565508333,0.772538364,,,15.05,EUR,1,1.366095455,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-16,,,,,21,25,NZD,0.565508333,0.772538364,,14.89,14.68,EUR,1,1.366095455,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-17,,,,,21,25,NZD,0.565508333,0.772538364,,,14.89,EUR,1,1.366095455,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-18,,,,,21,25,NZD,0.565508333,0.772538364,,,14.98,EUR,1,1.366095455,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-19,,,,,21,25,NZD,0.565508333,0.772538364,,,14.9,EUR,1,1.366095455,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-22,,,,,21,25,NZD,0.565508333,0.772538364,,,15.06,EUR,1,1.366095455,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-23,,,,,21,25,NZD,0.565508333,0.772538364,,14.83,14.95,EUR,1,1.366095455,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-24,,,,,20.8,25,NZD,0.565508333,0.772538364,,,15.15,EUR,1,1.366095455,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-25,,,,,20.8,25,NZD,0.565508333,0.772538364,,,15.08,EUR,1,1.366095455,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-26,,,,,20.8,25,NZD,0.565508333,0.772538364,,,15.02,EUR,1,1.366095455,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-29,,,,,19,25,NZD,0.565508333,0.772538364,,,14.96,EUR,1,1.366095455,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-30,,,,,20.74,25,NZD,0.565508333,0.772538364,,14.66,14.66,EUR,1,1.366095455,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-01,,,,,20.56,25,NZD,0.565825044,0.748028088,,,14.84,EUR,1,1.322013043,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-02,,,,,20,25,NZD,0.565825044,0.748028088,,,14.82,EUR,1,1.322013043,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-03,,,,,20,25,NZD,0.565825044,0.748028088,,,14.68,EUR,1,1.322013043,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-06,,,,,21.42,25,NZD,0.565825044,0.748028088,,,14.81,EUR,1,1.322013043,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-07,,,,,21.42,25,NZD,0.565825044,0.748028088,,,14.73,EUR,1,1.322013043,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-08,,,,,21.42,25,NZD,0.565825044,0.748028088,,,14.63,EUR,1,1.322013043,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-09,,,,,21.42,25,NZD,0.565825044,0.748028088,,,14.53,EUR,1,1.322013043,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-10,,,,,21.42,25,NZD,0.565825044,0.748028088,,,14.51,EUR,1,1.322013043,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-13,,,,,20.88,25,NZD,0.565825044,0.748028088,,,14.51,EUR,1,1.322013043,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-14,,,,,20.88,25,NZD,0.565825044,0.748028088,,,14.42,EUR,1,1.322013043,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-15,,,,,20.88,25,NZD,0.565825044,0.748028088,,,14.24,EUR,1,1.322013043,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-16,,,,,20.38,25,NZD,0.565825044,0.748028088,,,14.27,EUR,1,1.322013043,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-17,,,,,20.38,25,NZD,0.565825044,0.748028088,,,13.96,EUR,1,1.322013043,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-20,,,,,20.38,25,NZD,0.565825044,0.748028088,,,13.72,EUR,1,1.322013043,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-21,,,,,20.38,25,NZD,0.565825044,0.748028088,,,13.85,EUR,1,1.322013043,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-22,,,,,20.3,25,NZD,0.565825044,0.748028088,,,13.96,EUR,1,1.322013043,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-23,,,,,20.3,25,NZD,0.565825044,0.748028088,,,13.78,EUR,1,1.322013043,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-24,,,,,20.3,25,NZD,0.565825044,0.748028088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-29,,,,,20.3,25,NZD,0.565825044,0.748028088,,,13.86,EUR,1,1.322013043,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-30,,,,,20.3,25,NZD,0.565825044,0.748028088,,,13.8,EUR,1,1.322013043,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,,,,,20.3,25,NZD,0.565825044,0.748028088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-05,,,,,20.3,25,NZD,0.57301008,0.765522366,,,14.19,EUR,1,1.335966667,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-06,,,,,20.3,25,NZD,0.57301008,0.765522366,,,14.4,EUR,1,1.335966667,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-07,,,,,20.3,25,NZD,0.57301008,0.765522366,,,14.34,EUR,1,1.335966667,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-10,,,,,20.3,25,NZD,0.57301008,0.765522366,,,14.13,EUR,1,1.335966667,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-11,,,,,20.3,25,NZD,0.57301008,0.765522366,,13.95,13.99,EUR,1,1.335966667,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-12,,,,,20.3,25,NZD,0.57301008,0.765522366,,,13.89,EUR,1,1.335966667,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-13,,,,,20.3,25,NZD,0.57301008,0.765522366,,,13.99,EUR,1,1.335966667,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-14,,,,,20.3,25,NZD,0.57301008,0.765522366,,,14.08,EUR,1,1.335966667,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-17,,,,,20.3,25,NZD,0.57301008,0.765522366,,,14.23,EUR,1,1.335966667,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-18,,,,,20.3,25,NZD,0.57301008,0.765522366,,14.34,14.27,EUR,1,1.335966667,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-19,,,,,19.3,25,NZD,0.57301008,0.765522366,,,14.21,EUR,1,1.335966667,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-20,,,,,19.3,25,NZD,0.57301008,0.765522366,,,14.11,EUR,1,1.335966667,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-21,,,,,19.3,25,NZD,0.57301008,0.765522366,,,14.19,EUR,1,1.335966667,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-25,,,,,19.27,25,NZD,0.57301008,0.765522366,,14.29,14.39,EUR,1,1.335966667,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-26,,,,,19.27,25,NZD,0.57301008,0.765522366,,,14.73,EUR,1,1.335966667,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-27,,,,,19.3,25,NZD,0.57301008,0.765522366,,,14.42,EUR,1,1.335966667,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-28,,,,,19.4,25,NZD,0.57301008,0.765522366,,,14.42,EUR,1,1.335966667,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-01,,,,,19.1,25,NZD,0.558059995,0.761693296,,,14.51,EUR,1,1.364895,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-02,,,,,19.1,25,NZD,0.558059995,0.761693296,,,14.7,EUR,1,1.364895,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-03,,,,,19.1,25,NZD,0.558059995,0.761693296,,,14.43,EUR,1,1.364895,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-04,,,,,19.1,25,NZD,0.558059995,0.761693296,,,14.35,EUR,1,1.364895,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-07,,,,,19.1,25,NZD,0.558059995,0.761693296,,,14.28,EUR,1,1.364895,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-08,,,,,19.1,25,NZD,0.558059995,0.761693296,,14.22,14.44,EUR,1,1.364895,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-09,,,,,19.1,25,NZD,0.558059995,0.761693296,,,14.45,EUR,1,1.364895,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-10,,,,,19.4,25,NZD,0.558059995,0.761693296,,,14.4,EUR,1,1.364895,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-11,,,,,19.4,25,NZD,0.558059995,0.761693296,,,14.48,EUR,1,1.364895,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-14,,,,,19.3,25,NZD,0.558059995,0.761693296,,,14.45,EUR,1,1.364895,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-15,,,,,19.3,25,NZD,0.558059995,0.761693296,,14.47,14.46,EUR,1,1.364895,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-16,,,,,19.3,25,NZD,0.558059995,0.761693296,,,14.51,EUR,1,1.364895,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-17,,,,,19.3,25,NZD,0.558059995,0.761693296,,,14.58,EUR,1,1.364895,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-18,,,,,19.15,25,NZD,0.558059995,0.761693296,,,14.7,EUR,1,1.364895,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-21,,,,,19.15,25,NZD,0.558059995,0.761693296,,,14.74,EUR,1,1.364895,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-22,,,,,19.15,25,NZD,0.558059995,0.761693296,,14.98,14.99,EUR,1,1.364895,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-23,,,,,18.75,25,NZD,0.558059995,0.761693296,,,14.9,EUR,1,1.364895,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-24,,,,,18.75,25,NZD,0.558059995,0.761693296,,,14.95,EUR,1,1.364895,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-25,,,,,18.75,25,NZD,0.558059995,0.761693296,,,14.98,EUR,1,1.364895,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-28,,,,,18.75,25,NZD,0.558059995,0.761693296,,,15.03,EUR,1,1.364895,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-01,,,,,18.75,25,NZD,0.529047126,0.740622273,,15.11,14.95,EUR,1,1.399917391,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-02,,,,,18.75,25,NZD,0.529047126,0.740622273,,,15.1,EUR,1,1.399917391,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-03,,,,,18.75,25,NZD,0.529047126,0.740622273,,,14.85,EUR,1,1.399917391,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-04,,,,,20,25,NZD,0.529047126,0.740622273,,,15.44,EUR,1,1.399917391,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-07,,,,,20.1,25,NZD,0.529047126,0.740622273,,,14.9,EUR,1,1.399917391,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-08,,,,,20.1,25,NZD,0.529047126,0.740622273,,15.44,14.9,EUR,1,1.399917391,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-09,,,,,20.1,25,NZD,0.529047126,0.740622273,,,14.9,EUR,1,1.399917391,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-10,,,,,20.1,25,NZD,0.529047126,0.740622273,,,15.43,EUR,1,1.399917391,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-11,,,,,20,25,NZD,0.529047126,0.740622273,,,15.42,EUR,1,1.399917391,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-14,,,,,20.01,25,NZD,0.529047126,0.740622273,,,15.03,EUR,1,1.399917391,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-15,,,,,20.01,25,NZD,0.529047126,0.740622273,,15.99,16.3,EUR,1,1.399917391,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-16,,,,,20.01,25,NZD,0.529047126,0.740622273,,,16.4,EUR,1,1.399917391,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-17,,,,,21.1,25,NZD,0.529047126,0.740622273,,,16.23,EUR,1,1.399917391,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-18,,,,,21.1,25,NZD,0.529047126,0.740622273,,,16.1,EUR,1,1.399917391,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-21,,,,,21.1,25,NZD,0.529047126,0.740622273,,,16.1,EUR,1,1.399917391,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-22,,,,,21.1,25,NZD,0.529047126,0.740622273,,16.28,16.1,EUR,1,1.399917391,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-23,,,,,21.1,25,NZD,0.529047126,0.740622273,,,16.25,EUR,1,1.399917391,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-24,,,,,21.1,25,NZD,0.529047126,0.740622273,,,16.05,EUR,1,1.399917391,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-25,,,,,21.1,25,NZD,0.529047126,0.740622273,,,16.4,EUR,1,1.399917391,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-28,,,,,21.1,25,NZD,0.529047126,0.740622273,,,16.55,EUR,1,1.399917391,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-29,,,,,21.1,25,NZD,0.529047126,0.740622273,,16.8,16.4,EUR,1,1.399917391,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-30,,,,,21.1,25,NZD,0.529047126,0.740622273,,,16.2,EUR,1,1.399917391,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,,,,,21.1,25,NZD,0.529047126,0.740622273,,,16.45,EUR,1,1.399917391,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-01,,,,,21.1,25,NZD,0.544345012,0.786131606,,,16.83,EUR,1,1.444178947,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-04,,,,,21.1,25,NZD,0.544345012,0.786131606,,,16.59,EUR,1,1.444178947,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-05,,,,,20.2,25,NZD,0.544345012,0.786131606,,16.84,16.28,EUR,1,1.444178947,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-06,,,,,20.2,25,NZD,0.544345012,0.786131606,,,16.43,EUR,1,1.444178947,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-07,,,,,20.2,25,NZD,0.544345012,0.786131606,,,16.45,EUR,1,1.444178947,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-08,,,,,20.2,25,NZD,0.544345012,0.786131606,,,16.43,EUR,1,1.444178947,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-11,,,,,20.2,25,NZD,0.544345012,0.786131606,,,16.18,EUR,1,1.444178947,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-12,,,,,20.4,25,NZD,0.544345012,0.786131606,,16.33,16.15,EUR,1,1.444178947,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-13,,,,,20.4,25,NZD,0.544345012,0.786131606,,,16.03,EUR,1,1.444178947,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-14,,,,,20.4,25,NZD,0.544345012,0.786131606,,,16.1,EUR,1,1.444178947,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-15,,,,,20.4,25,NZD,0.544345012,0.786131606,,,16.45,EUR,1,1.444178947,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-18,,,,,20.25,25,NZD,0.544345012,0.786131606,,,16.17,EUR,1,1.444178947,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-19,,,,,20.25,25,NZD,0.544345012,0.786131606,,16.2,16.11,EUR,1,1.444178947,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-20,,,,,20.25,25,NZD,0.544345012,0.786131606,,,16.2,EUR,1,1.444178947,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-21,,,,,20.35,25,NZD,0.544345012,0.786131606,,,16.21,EUR,1,1.444178947,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-26,,,,,20.35,25,NZD,0.544345012,0.786131606,,16.42,16.1,EUR,1,1.444178947,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-27,,,,,20.3,25,NZD,0.544345012,0.786131606,,,16.23,EUR,1,1.444178947,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-28,,,,,20.3,25,NZD,0.544345012,0.786131606,,,16.49,EUR,1,1.444178947,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-29,,,,,20.3,25,NZD,0.544345012,0.786131606,,,16.39,EUR,1,1.444178947,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-02,,,,,20.5,25,NZD,0.553942193,0.794831509,,,16.5,EUR,1,1.434863636,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-03,,,,,20.5,25,NZD,0.553942193,0.794831509,,16.92,16.7,EUR,1,1.434863636,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-04,,,,,20.5,25,NZD,0.553942193,0.794831509,,,16.73,EUR,1,1.434863636,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-05,,,,,20.5,25,NZD,0.553942193,0.794831509,,,16.69,EUR,1,1.434863636,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-06,,,,,20.37,25,NZD,0.553942193,0.794831509,,,16.45,EUR,1,1.434863636,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-09,,,,,20.37,25,NZD,0.553942193,0.794831509,,,16.6,EUR,1,1.434863636,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-10,,,,,20.3,25,NZD,0.553942193,0.794831509,,16.71,16.59,EUR,1,1.434863636,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-11,,,,,19.9,25,NZD,0.553942193,0.794831509,,,16.57,EUR,1,1.434863636,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-12,,,,,20.25,25,NZD,0.553942193,0.794831509,,,16.41,EUR,1,1.434863636,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-13,,,,,20.25,25,NZD,0.553942193,0.794831509,,,16.46,EUR,1,1.434863636,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-16,,,,,20.25,25,NZD,0.553942193,0.794831509,,,16.4,EUR,1,1.434863636,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-17,,,,,20.25,25,NZD,0.553942193,0.794831509,,16.51,16.43,EUR,1,1.434863636,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-18,,,,,20.05,25,NZD,0.553942193,0.794831509,,,16.17,EUR,1,1.434863636,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-19,,,,,20.1,25,NZD,0.553942193,0.794831509,,,16.18,EUR,1,1.434863636,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-20,,,,,20.1,25,NZD,0.553942193,0.794831509,,,16.03,EUR,1,1.434863636,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-23,,,,,20.1,25,NZD,0.553942193,0.794831509,,,15.88,EUR,1,1.434863636,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-24,,,,,20.1,25,NZD,0.553942193,0.794831509,,16.06,15.98,EUR,1,1.434863636,,,,,,,,,,,,,,,,,,,,,,,,,,,
