"Date","All_H5","All_H10","All_H15","All_H20"
2024-04-12,6.82439242504657,6.82522678525826,6.82522697005601,6.82522697009666
2024-04-19,6.80932016508521,6.81017299507017,6.8101731835995,6.8101731836408
2024-04-26,6.69840085893172,6.69923427533965,6.69923445871773,6.69923445875782
2024-05-03,6.68999576604527,6.69083836981987,6.69083855506729,6.69083855510776
2024-05-10,6.67772790698596,6.6785703824514,6.67857056767775,6.67857056771822
2024-05-17,6.68472947957353,6.68556035393113,6.68556053655746,6.68556053659734
2024-05-24,6.73054188407949,6.73127102319287,6.73127118327658,6.73127118331169
2024-05-31,6.71710256009245,6.71792274457406,6.71792292745549,6.71792292749572
2024-06-07,6.6749600441079,6.67557247460716,6.675572606252,6.67557260628031
2024-06-14,6.59842054070397,6.59899658048655,6.59899670454624,6.59899670457303
2024-06-21,6.59444072561231,6.59502804974043,6.59502817505301,6.59502817507982
2024-06-28,6.45936817383947,6.4599199503757,6.45992006666245,6.459920066687
2024-07-05,6.3956504766437,6.39619459299438,6.39619470803563,6.39619470806001
2024-07-12,6.2339530049361,6.23447547384363,6.23447558389497,6.23447558391823
2024-07-19,6.49405825495107,6.49454296617446,6.49454306796472,6.49454306798614
2024-07-26,6.5169497709238,6.51743021568809,6.51743031637933,6.51743031640049
2024-08-02,6.50566079200724,6.50614007408787,6.50614017448689,6.50614017450796
2024-08-09,6.50504987981714,6.50552514364946,6.50552524330965,6.50552524333059
2024-08-16,6.36635478432654,6.36682810877336,6.36682820797998,6.36682820800082
2024-08-23,6.26680430218242,6.26726772611892,6.26726782429145,6.26726782431228
